genKey,eid,eventName,city,badges,partyCap,gradeMix,buildTier,playerMonAvg,playerOff,playerBulk,playerSpe,playerAvgGrade,playerTeamTotal
allgen,31,Gym Leader 5,5,4,6,g1:5/g2:30/g3:55/g4:10,mid,625.54,131.44,331.95,91.27,2.7,3753.26
allgen,33,Basic Trainer,5,5,6,g1:5/g2:30/g3:55/g4:10,mid,625.54,131.44,331.95,91.27,2.7,3753.26
allgen,34,Elite Trainer,5,5,6,g1:5/g2:30/g3:55/g4:10,mid,625.54,131.44,331.95,91.27,2.7,3753.26
allgen,36,Gym Trainer 1,6,5,6,g1:8/g2:50/g3:37/g4:5,late,689.2,150.61,360.45,99.02,2.39,4135.2
allgen,37,Gym Trainer 2,6,5,6,g1:8/g2:50/g3:37/g4:5,late,689.2,150.61,360.45,99.02,2.39,4135.2
allgen,38,Gym Leader 6,6,5,6,g1:8/g2:50/g3:37/g4:5,late,689.2,150.61,360.45,99.02,2.39,4135.2
allgen,39,Rival,6,6,6,g1:8/g2:50/g3:37/g4:5,late,689.2,150.61,360.45,99.02,2.39,4135.2
allgen,41,Basic Trainer,6,6,6,g1:8/g2:50/g3:37/g4:5,late,689.2,150.61,360.45,99.02,2.39,4135.2
allgen,42,Elite Trainer,6,6,6,g1:8/g2:50/g3:37/g4:5,late,689.2,150.61,360.45,99.02,2.39,4135.2
allgen,44,Gym Trainer 1,7,6,6,g1:12/g2:58/g3:28/g4:2,late,709.93,156.43,369.81,100.93,2.2,4259.61
allgen,45,Gym Trainer 2,7,6,6,g1:12/g2:58/g3:28/g4:2,late,709.93,156.43,369.81,100.93,2.2,4259.61
allgen,46,Gym Leader 7,7,6,6,g1:12/g2:58/g3:28/g4:2,late,709.93,156.43,369.81,100.93,2.2,4259.61
allgen,48,Elite Trainer,7,7,6,g1:12/g2:58/g3:28/g4:2,late,709.93,156.43,369.81,100.93,2.2,4259.61
allgen,49,Elite Trainer,7,7,6,g1:12/g2:58/g3:28/g4:2,late,709.93,156.43,369.81,100.93,2.2,4259.61
allgen,51,Gym Trainer 1,8,7,6,g1:12/g2:58/g3:28/g4:2,late,709.93,156.43,369.81,100.93,2.2,4259.61
allgen,52,Gym Trainer 2,8,7,6,g1:12/g2:58/g3:28/g4:2,late,709.93,156.43,369.81,100.93,2.2,4259.61
allgen,53,Gym Leader 8,8,7,6,g1:12/g2:58/g3:28/g4:2,late,709.93,156.43,369.81,100.93,2.2,4259.61
allgen,56,Elite Trainer,8,8,6,g1:12/g2:58/g3:28/g4:2,late,709.93,156.43,369.81,100.93,2.2,4259.61
allgen,57,Elite Trainer,8,8,6,g1:12/g2:58/g3:28/g4:2,late,709.93,156.43,369.81,100.93,2.2,4259.61
allgen,58,Elite Trainer,8,8,6,g1:12/g2:58/g3:28/g4:2,late,709.93,156.43,369.81,100.93,2.2,4259.61
allgen,60,E1,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,765.17,173.65,392.46,106.99,1.85,4591.02
allgen,61,E2,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,765.17,173.65,392.46,106.99,1.85,4591.02
allgen,62,E3,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,765.17,173.65,392.46,106.99,1.85,4591.02
allgen,63,E4,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,765.17,173.65,392.46,106.99,1.85,4591.02
allgen,64,Champion,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,765.17,173.65,392.46,106.99,1.85,4591.02
allgen,65,Rival,9,8,6,g1:12/g2:58/g3:28/g4:2,late,709.93,156.43,369.81,100.93,2.2,4259.61
allgen,67,Mystery Figure,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,765.17,173.65,392.46,106.99,1.85,4591.02
gen1to6,68,Rival,0,0,2,g1:0/g2:0/g3:10/g4:90,early,453.35,78.88,252.39,67.3,3.9,906.69
gen1to6,1,Basic Trainer,0,0,2,g1:0/g2:0/g3:10/g4:90,early,453.35,78.88,252.39,67.3,3.9,906.69
gen1to6,4,Gym Trainer 1,1,0,2,g1:0/g2:0/g3:15/g4:85,early,459.78,80.31,255.49,68.23,3.85,919.56
gen1to6,5,Gym Leader 1,1,0,2,g1:0/g2:0/g3:15/g4:85,early,459.78,80.31,255.49,68.23,3.85,919.56
gen1to6,7,Basic Trainer,1,1,3,g1:0/g2:0/g3:15/g4:85,early,459.78,80.31,255.49,68.23,3.85,1379.34
gen1to6,8,Basic Trainer,1,1,3,g1:0/g2:0/g3:15/g4:85,early,459.78,80.31,255.49,68.23,3.85,1379.34
gen1to6,10,Gym Trainer 1,2,1,3,g1:0/g2:5/g3:25/g4:70,early,485.17,86.04,267.69,71.69,3.65,1455.52
gen1to6,11,Gym Leader 2,2,1,3,g1:0/g2:5/g3:25/g4:70,early,485.17,86.04,267.69,71.69,3.65,1455.52
gen1to6,14,Basic Trainer,2,2,4,g1:0/g2:5/g3:25/g4:70,early,485.17,86.04,267.69,71.69,3.65,1940.69
gen1to6,15,Basic Trainer,2,2,4,g1:0/g2:5/g3:25/g4:70,early,485.17,86.04,267.69,71.69,3.65,1940.69
gen1to6,17,Gym Trainer 1,3,2,4,g1:0/g2:10/g3:60/g4:30,mid,563.25,114.53,303.2,82.96,3.2,2253.01
gen1to6,18,Gym Leader 3,3,2,4,g1:0/g2:10/g3:60/g4:30,mid,563.25,114.53,303.2,82.96,3.2,2253.01
gen1to6,12,Rival,3,3,5,g1:0/g2:10/g3:60/g4:30,mid,563.25,114.53,303.2,82.96,3.2,2816.26
gen1to6,20,Basic Trainer,3,3,5,g1:0/g2:10/g3:60/g4:30,mid,563.25,114.53,303.2,82.96,3.2,2816.26
gen1to6,21,Basic Trainer,3,3,5,g1:0/g2:10/g3:60/g4:30,mid,563.25,114.53,303.2,82.96,3.2,2816.26
gen1to6,23,Gym Trainer 1,4,3,5,g1:0/g2:20/g3:65/g4:15,mid,594.94,122.56,318.2,87,2.95,2974.72
gen1to6,24,Gym Leader 4,4,3,5,g1:0/g2:20/g3:65/g4:15,mid,594.94,122.56,318.2,87,2.95,2974.72
gen1to6,26,Basic Trainer,4,4,6,g1:0/g2:20/g3:65/g4:15,mid,594.94,122.56,318.2,87,2.95,3569.66
gen1to6,27,Basic Trainer,4,4,6,g1:0/g2:20/g3:65/g4:15,mid,594.94,122.56,318.2,87,2.95,3569.66
gen1to6,29,Gym Trainer 1,5,4,6,g1:5/g2:30/g3:55/g4:10,mid,622.64,129.93,330.94,89.77,2.7,3735.83
gen1to6,30,Gym Trainer 2,5,4,6,g1:5/g2:30/g3:55/g4:10,mid,622.64,129.93,330.94,89.77,2.7,3735.83
gen1to6,31,Gym Leader 5,5,4,6,g1:5/g2:30/g3:55/g4:10,mid,622.64,129.93,330.94,89.77,2.7,3735.83
gen1to6,33,Basic Trainer,5,5,6,g1:5/g2:30/g3:55/g4:10,mid,622.64,129.93,330.94,89.77,2.7,3735.83
gen1to6,34,Elite Trainer,5,5,6,g1:5/g2:30/g3:55/g4:10,mid,622.64,129.93,330.94,89.77,2.7,3735.83
gen1to6,36,Gym Trainer 1,6,5,6,g1:8/g2:50/g3:37/g4:5,late,686.48,148.62,359.66,97.65,2.39,4118.87
gen1to6,37,Gym Trainer 2,6,5,6,g1:8/g2:50/g3:37/g4:5,late,686.48,148.62,359.66,97.65,2.39,4118.87
gen1to6,38,Gym Leader 6,6,5,6,g1:8/g2:50/g3:37/g4:5,late,686.48,148.62,359.66,97.65,2.39,4118.87
gen1to6,39,Rival,6,6,6,g1:8/g2:50/g3:37/g4:5,late,686.48,148.62,359.66,97.65,2.39,4118.87
gen1to6,41,Basic Trainer,6,6,6,g1:8/g2:50/g3:37/g4:5,late,686.48,148.62,359.66,97.65,2.39,4118.87
gen1to6,42,Elite Trainer,6,6,6,g1:8/g2:50/g3:37/g4:5,late,686.48,148.62,359.66,97.65,2.39,4118.87
gen1to6,44,Gym Trainer 1,7,6,6,g1:12/g2:58/g3:28/g4:2,late,707.34,154.33,369.15,99.51,2.2,4244.03
gen1to6,45,Gym Trainer 2,7,6,6,g1:12/g2:58/g3:28/g4:2,late,707.34,154.33,369.15,99.51,2.2,4244.03
gen1to6,46,Gym Leader 7,7,6,6,g1:12/g2:58/g3:28/g4:2,late,707.34,154.33,369.15,99.51,2.2,4244.03
gen1to6,48,Elite Trainer,7,7,6,g1:12/g2:58/g3:28/g4:2,late,707.34,154.33,369.15,99.51,2.2,4244.03
gen1to6,49,Elite Trainer,7,7,6,g1:12/g2:58/g3:28/g4:2,late,707.34,154.33,369.15,99.51,2.2,4244.03
gen1to6,51,Gym Trainer 1,8,7,6,g1:12/g2:58/g3:28/g4:2,late,707.34,154.33,369.15,99.51,2.2,4244.03
gen1to6,52,Gym Trainer 2,8,7,6,g1:12/g2:58/g3:28/g4:2,late,707.34,154.33,369.15,99.51,2.2,4244.03
gen1to6,53,Gym Leader 8,8,7,6,g1:12/g2:58/g3:28/g4:2,late,707.34,154.33,369.15,99.51,2.2,4244.03
gen1to6,56,Elite Trainer,8,8,6,g1:12/g2:58/g3:28/g4:2,late,707.34,154.33,369.15,99.51,2.2,4244.03
gen1to6,57,Elite Trainer,8,8,6,g1:12/g2:58/g3:28/g4:2,late,707.34,154.33,369.15,99.51,2.2,4244.03
gen1to6,58,Elite Trainer,8,8,6,g1:12/g2:58/g3:28/g4:2,late,707.34,154.33,369.15,99.51,2.2,4244.03
gen1to6,60,E1,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,763.06,172.14,392.41,104.15,1.85,4578.38
gen1to6,61,E2,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,763.06,172.14,392.41,104.15,1.85,4578.38
gen1to6,62,E3,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,763.06,172.14,392.41,104.15,1.85,4578.38
gen1to6,63,E4,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,763.06,172.14,392.41,104.15,1.85,4578.38
gen1to6,64,Champion,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,763.06,172.14,392.41,104.15,1.85,4578.38
gen1to6,65,Rival,9,8,6,g1:12/g2:58/g3:28/g4:2,late,707.34,154.33,369.15,99.51,2.2,4244.03
gen1to6,67,Mystery Figure,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,763.06,172.14,392.41,104.15,1.85,4578.38
gen1to3,68,Rival,0,0,2,g1:0/g2:0/g3:10/g4:90,early,447.38,77.76,248.69,66.57,3.9,894.75
gen1to3,1,Basic Trainer,0,0,2,g1:0/g2:0/g3:10/g4:90,early,447.38,77.76,248.69,66.57,3.9,894.75
gen1to3,4,Gym Trainer 1,1,0,2,g1:0/g2:0/g3:15/g4:85,early,454.31,79.28,252.1,67.56,3.85,908.61
gen1to3,5,Gym Leader 1,1,0,2,g1:0/g2:0/g3:15/g4:85,early,454.31,79.28,252.1,67.56,3.85,908.61
gen1to3,7,Basic Trainer,1,1,3,g1:0/g2:0/g3:15/g4:85,early,454.31,79.28,252.1,67.56,3.85,1362.92
gen1to3,8,Basic Trainer,1,1,3,g1:0/g2:0/g3:15/g4:85,early,454.31,79.28,252.1,67.56,3.85,1362.92
gen1to3,10,Gym Trainer 1,2,1,3,g1:0/g2:5/g3:25/g4:70,early,480.94,85.31,265.07,71.14,3.65,1442.82
gen1to3,11,Gym Leader 2,2,1,3,g1:0/g2:5/g3:25/g4:70,early,480.94,85.31,265.07,71.14,3.65,1442.82
gen1to3,14,Basic Trainer,2,2,4,g1:0/g2:5/g3:25/g4:70,early,480.94,85.31,265.07,71.14,3.65,1923.76
gen1to3,15,Basic Trainer,2,2,4,g1:0/g2:5/g3:25/g4:70,early,480.94,85.31,265.07,71.14,3.65,1923.76
gen1to3,17,Gym Trainer 1,3,2,4,g1:0/g2:10/g3:60/g4:30,mid,562.76,114.46,303.16,82.64,3.2,2251.04
gen1to3,18,Gym Leader 3,3,2,4,g1:0/g2:10/g3:60/g4:30,mid,562.76,114.46,303.16,82.64,3.2,2251.04
gen1to3,12,Rival,3,3,5,g1:0/g2:10/g3:60/g4:30,mid,562.76,114.46,303.16,82.64,3.2,2813.79
gen1to3,20,Basic Trainer,3,3,5,g1:0/g2:10/g3:60/g4:30,mid,562.76,114.46,303.16,82.64,3.2,2813.79
gen1to3,21,Basic Trainer,3,3,5,g1:0/g2:10/g3:60/g4:30,mid,562.76,114.46,303.16,82.64,3.2,2813.79
gen1to3,23,Gym Trainer 1,4,3,5,g1:0/g2:20/g3:65/g4:15,mid,595.48,122.88,318.74,86.73,2.95,2977.38
gen1to3,24,Gym Leader 4,4,3,5,g1:0/g2:20/g3:65/g4:15,mid,595.48,122.88,318.74,86.73,2.95,2977.38
gen1to3,26,Basic Trainer,4,4,6,g1:0/g2:20/g3:65/g4:15,mid,595.48,122.88,318.74,86.73,2.95,3572.85
gen1to3,27,Basic Trainer,4,4,6,g1:0/g2:20/g3:65/g4:15,mid,595.48,122.88,318.74,86.73,2.95,3572.85
gen1to3,29,Gym Trainer 1,5,4,6,g1:5/g2:30/g3:55/g4:10,mid,623.06,130.75,331.2,89.1,2.7,3738.37
gen1to3,30,Gym Trainer 2,5,4,6,g1:5/g2:30/g3:55/g4:10,mid,623.06,130.75,331.2,89.1,2.7,3738.37
gen1to3,31,Gym Leader 5,5,4,6,g1:5/g2:30/g3:55/g4:10,mid,623.06,130.75,331.2,89.1,2.7,3738.37
gen1to3,33,Basic Trainer,5,5,6,g1:5/g2:30/g3:55/g4:10,mid,623.06,130.75,331.2,89.1,2.7,3738.37
gen1to3,34,Elite Trainer,5,5,6,g1:5/g2:30/g3:55/g4:10,mid,623.06,130.75,331.2,89.1,2.7,3738.37
gen1to3,36,Gym Trainer 1,6,5,6,g1:8/g2:50/g3:37/g4:5,late,686.26,149.9,359.46,96.46,2.39,4117.55
gen1to3,37,Gym Trainer 2,6,5,6,g1:8/g2:50/g3:37/g4:5,late,686.26,149.9,359.46,96.46,2.39,4117.55
gen1to3,38,Gym Leader 6,6,5,6,g1:8/g2:50/g3:37/g4:5,late,686.26,149.9,359.46,96.46,2.39,4117.55
gen1to3,39,Rival,6,6,6,g1:8/g2:50/g3:37/g4:5,late,686.26,149.9,359.46,96.46,2.39,4117.55
gen1to3,41,Basic Trainer,6,6,6,g1:8/g2:50/g3:37/g4:5,late,686.26,149.9,359.46,96.46,2.39,4117.55
gen1to3,42,Elite Trainer,6,6,6,g1:8/g2:50/g3:37/g4:5,late,686.26,149.9,359.46,96.46,2.39,4117.55
gen1to3,44,Gym Trainer 1,7,6,6,g1:12/g2:58/g3:28/g4:2,late,706.91,156.02,368.6,98.02,2.2,4241.46
gen1to3,45,Gym Trainer 2,7,6,6,g1:12/g2:58/g3:28/g4:2,late,706.91,156.02,368.6,98.02,2.2,4241.46
gen1to3,46,Gym Leader 7,7,6,6,g1:12/g2:58/g3:28/g4:2,late,706.91,156.02,368.6,98.02,2.2,4241.46
gen1to3,48,Elite Trainer,7,7,6,g1:12/g2:58/g3:28/g4:2,late,706.91,156.02,368.6,98.02,2.2,4241.46
gen1to3,49,Elite Trainer,7,7,6,g1:12/g2:58/g3:28/g4:2,late,706.91,156.02,368.6,98.02,2.2,4241.46
gen1to3,51,Gym Trainer 1,8,7,6,g1:12/g2:58/g3:28/g4:2,late,706.91,156.02,368.6,98.02,2.2,4241.46
gen1to3,52,Gym Trainer 2,8,7,6,g1:12/g2:58/g3:28/g4:2,late,706.91,156.02,368.6,98.02,2.2,4241.46
gen1to3,53,Gym Leader 8,8,7,6,g1:12/g2:58/g3:28/g4:2,late,706.91,156.02,368.6,98.02,2.2,4241.46
gen1to3,56,Elite Trainer,8,8,6,g1:12/g2:58/g3:28/g4:2,late,706.91,156.02,368.6,98.02,2.2,4241.46
gen1to3,57,Elite Trainer,8,8,6,g1:12/g2:58/g3:28/g4:2,late,706.91,156.02,368.6,98.02,2.2,4241.46
gen1to3,58,Elite Trainer,8,8,6,g1:12/g2:58/g3:28/g4:2,late,706.91,156.02,368.6,98.02,2.2,4241.46
gen1to3,60,E1,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,762.46,175.12,390.98,101.49,1.85,4574.74
gen1to3,61,E2,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,762.46,175.12,390.98,101.49,1.85,4574.74
gen1to3,62,E3,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,762.46,175.12,390.98,101.49,1.85,4574.74
gen1to3,63,E4,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,762.46,175.12,390.98,101.49,1.85,4574.74
gen1to3,64,Champion,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,762.46,175.12,390.98,101.49,1.85,4574.74
gen1to3,65,Rival,9,8,6,g1:12/g2:58/g3:28/g4:2,late,706.91,156.02,368.6,98.02,2.2,4241.46
gen1to3,67,Mystery Figure,9,8,6,g1:30/g2:55/g3:15/g4:0,endgame,762.46,175.12,390.98,101.49,1.85,4574.74
