genKey,gens,seed,eid,eventName,trainer,trainerType,city,badges,partyCap,mon,gen,grade,bst,mult,hp,atk,def,spa,spd,spe,total,evTotal,ivAvg,nature,ability,item,gimmick
gen1,1,1000,23,Gym Trainer 1,Bug Catcher,Bug,4,3,5,Butterfree,1,3,395,1,153,62,66,96,97,119,593,352,23.67,Jolly,Compound Eyes,Sharp Beak,STANDARD
gen1,1,1000,23,Gym Trainer 1,Bug Catcher,Bug,4,3,5,Beedrill,1,3,395,1,137,127,56,55,97,123,595,328,23.5,Jolly,Swarm,,STANDARD
gen1,1,1000,23,Gym Trainer 1,Bug Catcher,Bug,4,3,5,Venomoth,1,3,450,1,140,73,75,127,91,137,643,328,21.83,Timid,Shield Dust,,STANDARD
gen1,1,1000,24,Gym Leader 4,Burgh,Bug,4,3,5,Butterfree,1,3,395,1,131,55,66,129,96,118,595,344,23.67,Timid,Compound Eyes,Sitrus Berry,STANDARD
gen1,1,1000,24,Gym Leader 4,Burgh,Bug,4,3,5,Venomoth,1,3,450,1,141,72,75,138,92,126,644,320,22.5,Modest,Shield Dust,,STANDARD
gen1,1,1000,24,Gym Leader 4,Burgh,Bug,4,3,5,Parasect,1,3,405,1,152,144,97,68,96,46,603,312,23,Adamant,Effect Spore,,STANDARD
gen1,1,1000,24,Gym Leader 4,Burgh,Bug,4,3,5,Beedrill,1,3,395,1,158,106,66,54,117,92,593,324,23,Careful,Swarm,Sitrus Berry,STANDARD
gen1,1,1000,24,Gym Leader 4,Burgh,Bug,4,3,5,Metapod,1,4,205,1,120,36,71,61,37,73,398,336,21.83,Naive,Shed Skin,Silver Powder,STANDARD
gen1,1,1000,24,Gym Leader 4,Burgh,Bug,4,3,5,Weedle,1,4,195,1,127,78,50,31,35,67,388,320,22.33,Adamant,Shield Dust,Silver Powder,STANDARD
gen1,1,1000,26,Basic Trainer,Veteran,Dragon,4,4,6,Dragonair,1,3,420,1,130,121,80,74,85,98,588,216,18.5,Adamant,Shed Skin,Silk Scarf,STANDARD
gen1,1,1000,26,Basic Trainer,Veteran,Dragon,4,4,6,Dratini,1,4,300,1,110,91,53,66,65,83,468,216,18.83,Hasty,Shed Skin,,STANDARD
gen1,1,1000,26,Basic Trainer,Veteran,Dragon,4,4,6,Squirtle,1,4,314,1,112,61,78,77,77,69,474,224,16.17,Serious,Torrent,,STANDARD
gen1,1,1000,26,Basic Trainer,Veteran,Dragon,4,4,6,Koffing,1,4,340,1,123,94,108,75,58,50,508,240,17.83,Hardy,Levitate,Sitrus Berry,STANDARD
gen1,1,1000,26,Basic Trainer,Veteran,Dragon,4,4,6,Venomoth,1,3,450,1,138,72,72,116,88,128,614,204,17.5,Timid,Tinted Lens,,STANDARD
gen1,1,1000,26,Basic Trainer,Veteran,Dragon,4,4,6,Weepinbell,1,3,390,1,134,130,64,89,57,82,556,224,18,Adamant,Chlorophyll,,STANDARD
gen1,1,1000,27,Basic Trainer,Bird Keeper,Flying,4,4,6,Pidgeotto,1,4,349,1,132,89,69,57,64,111,522,240,18.83,Jolly,Keen Eye,,STANDARD
gen1,1,1000,27,Basic Trainer,Bird Keeper,Flying,4,4,6,Fearow,1,3,442,1,134,119,79,67,75,140,614,232,18.5,Jolly,Keen Eye,Silk Scarf,STANDARD
gen1,1,1000,27,Basic Trainer,Bird Keeper,Flying,4,4,6,Golbat,1,3,455,1,159,119,83,69,89,105,624,248,17.5,Adamant,Inner Focus,Lum Berry,STANDARD
gen1,1,1000,27,Basic Trainer,Bird Keeper,Flying,4,4,6,Doduo,1,4,310,1,105,114,59,44,50,115,487,248,19,Jolly,Early Bird,,STANDARD
gen1,1,1000,27,Basic Trainer,Bird Keeper,Flying,4,4,6,Dodrio,1,3,470,1,128,137,82,72,75,135,629,208,16.5,Hardy,Early Bird,Sitrus Berry,STANDARD
gen1,1,1000,27,Basic Trainer,Bird Keeper,Flying,4,4,6,Pidgeot,1,3,479,1,165,95,90,73,83,144,650,240,17.83,Jolly,Keen Eye,,STANDARD
gen1,1,1000,29,Gym Trainer 1,Sailor,Water,5,4,6,Kabuto,1,3,355,1.03,106,130,112,88,58,91,585,360,27.67,Naughty,Swift Swim,Hard Stone,STANDARD
gen1,1,1000,29,Gym Trainer 1,Sailor,Water,5,4,6,Omanyte,1,3,355,1.03,132,55,121,144,76,62,590,356,28.83,Modest,Shell Armor,Leftovers,STANDARD
gen1,1,1000,29,Gym Trainer 1,Sailor,Water,5,4,6,Seadra,1,3,440,1.03,133,86,116,143,57,143,678,392,27.67,Naive,Poison Point,,STANDARD
gen1,1,1000,29,Gym Trainer 1,Sailor,Water,5,4,6,Dewgong,1,3,475,1.03,192,127,101,83,118,90,711,376,28.83,Adamant,Thick Fat,Mystic Water,STANDARD
gen1,1,1000,29,Gym Trainer 1,Sailor,Water,5,4,6,Wartortle,1,3,405,1.03,161,74,126,87,110,78,636,384,28,Calm,Torrent,Mystic Water,STANDARD
gen1,1,1000,29,Gym Trainer 1,Sailor,Water,5,4,6,Kingler,1,3,475,1.03,132,194,138,64,71,119,718,352,29.17,Adamant,Sheer Force,,STANDARD
gen1,1,1000,30,Gym Trainer 2,Sailor,Water,5,4,6,Dewgong,1,3,475,1.03,194,81,103,92,155,91,716,376,29.5,Calm,Hydration,Leftovers,STANDARD
gen1,1,1000,30,Gym Trainer 2,Sailor,Water,5,4,6,Poliwrath,1,2,510,1.03,192,118,127,80,135,92,744,372,27.67,Careful,Water Absorb,Sitrus Berry,STANDARD
gen1,1,1000,30,Gym Trainer 2,Sailor,Water,5,4,6,Slowbro,1,2,490,1.03,198,87,173,122,100,49,729,392,27.83,Bold,Regenerator,Twisted Spoon,STANDARD
gen1,1,1000,30,Gym Trainer 2,Sailor,Water,5,4,6,Omanyte,1,3,355,1.03,119,53,121,141,75,76,585,356,26.67,Modest,Shell Armor,Eviolite,STANDARD
gen1,1,1000,30,Gym Trainer 2,Sailor,Water,5,4,6,Golduck,1,2,500,1.03,157,92,100,142,101,145,737,392,28.33,Timid,Cloud Nine,,STANDARD
gen1,1,1000,30,Gym Trainer 2,Sailor,Water,5,4,6,Wartortle,1,3,405,1.03,160,76,124,86,111,80,637,360,29,Calm,Torrent,Sitrus Berry,STANDARD
gen1,1,1000,31,Gym Leader 5,Nessa,Water,5,4,6,Cloyster,1,2,525,1.03,152,116,252,107,64,82,773,376,28.17,Relaxed,Skill Link,Rocky Helmet,STANDARD
gen1,1,1000,31,Gym Leader 5,Nessa,Water,5,4,6,Gyarados,1,2,540,1.03,181,166,99,71,123,132,772,368,26.83,Jolly,Intimidate,Leftovers,STANDARD
gen1,1,1000,31,Gym Leader 5,Nessa,Water,5,4,6,Slowbro,1,2,490,1.03,196,84,173,122,101,51,727,384,27.83,Bold,Regenerator,Colbur Berry,STANDARD
gen1,1,1000,31,Gym Leader 5,Nessa,Water,5,4,6,Poliwhirl,1,3,385,1.03,141,109,84,72,62,148,616,368,26.67,Naive,Water Absorb,,STANDARD
gen1,1,1000,31,Gym Leader 5,Nessa,Water,5,4,6,Kingler,1,3,475,1.03,133,195,136,64,72,120,720,376,29.5,Adamant,Sheer Force,,STANDARD
gen1,1,1000,31,Gym Leader 5,Nessa,Water,5,4,6,Omanyte,1,3,355,1.03,135,54,122,110,77,87,585,368,28.33,Timid,Swift Swim,Custap Berry,STANDARD
gen1,1,1000,33,Basic Trainer,Marsh Walker,Poison,5,5,6,Grimer,1,4,325,1.03,178,132,67,52,69,43,541,344,24,Adamant,Stench,Leftovers,STANDARD
gen1,1,1000,33,Basic Trainer,Marsh Walker,Poison,5,5,6,Arbok,1,3,448,1.03,156,115,117,74,97,99,658,328,22.67,Impish,Intimidate,,STANDARD
gen1,1,1000,33,Basic Trainer,Marsh Walker,Poison,5,5,6,Haunter,1,3,405,1.03,119,59,63,156,73,150,620,352,22.33,Timid,Levitate,Sitrus Berry,STANDARD
gen1,1,1000,33,Basic Trainer,Marsh Walker,Poison,5,5,6,Golbat,1,3,455,1.03,170,97,99,74,92,126,658,300,21.5,Jolly,Inner Focus,Poison Barb,STANDARD
gen1,1,1000,33,Basic Trainer,Marsh Walker,Poison,5,5,6,Venomoth,1,3,450,1.03,146,74,78,130,93,140,661,312,22.67,Timid,Tinted Lens,,STANDARD
gen1,1,1000,33,Basic Trainer,Marsh Walker,Poison,5,5,6,Beedrill,1,3,395,1.03,159,109,66,56,118,94,602,324,22.17,Careful,Swarm,,STANDARD
gen1,1,1000,34,Elite Trainer,Veteran Giovanni,Ground/Dark,5,5,6,Rhydon,1,2,485,1.03,195,172,144,57,88,69,725,368,27.83,Adamant,Rock Head,Rindo Berry,STANDARD
gen1,1,1000,34,Elite Trainer,Veteran Giovanni,Ground/Dark,5,5,6,Graveler,1,3,390,1.03,131,141,138,63,57,84,614,368,26.33,Naive,Rock Head,,STANDARD
gen1,1,1000,34,Elite Trainer,Veteran Giovanni,Ground/Dark,5,5,6,Marowak,1,3,425,1.03,161,140,130,71,101,58,661,400,27.17,Brave,Rock Head,,STANDARD
gen1,1,1000,34,Elite Trainer,Veteran Giovanni,Ground/Dark,5,5,6,Sandslash,1,3,450,1.03,153,146,132,66,69,122,688,384,29.17,Naive,Sand Veil,Expert Belt,STANDARD
gen1,1,1000,34,Elite Trainer,Veteran Giovanni,Ground/Dark,5,5,6,Dugtrio,1,3,425,1.03,112,148,71,62,91,182,666,384,27.83,Jolly,Sand Force,Focus Sash,STANDARD
gen1,1,1000,34,Elite Trainer,Veteran Giovanni,Ground/Dark,5,5,6,Onix,1,3,385,1.03,134,66,194,46,87,92,619,388,28.67,Careful,Sturdy,Eviolite,STANDARD
gen1,1,1000,36,Gym Trainer 1,Skier,Ice,6,5,6,Lapras,1,2,535,1.05,248,98,105,150,128,84,813,504,31,Modest,Shell Armor,Wise Glasses,STANDARD
gen1,1,1000,36,Gym Trainer 1,Skier,Ice,6,5,6,Cloyster,1,2,525,1.05,131,154,210,110,60,140,805,504,31,Naive,Skill Link,Muscle Band,STANDARD
gen1,1,1000,36,Gym Trainer 1,Skier,Ice,6,5,6,Blastoise,1,2,530,1.05,195,96,145,110,131,129,806,504,31,Bold,Torrent,Leftovers,STANDARD
gen1,1,1000,36,Gym Trainer 1,Skier,Ice,6,5,6,Dewgong,1,3,475,1.05,173,85,105,128,120,140,751,504,31,Timid,Thick Fat,,STANDARD
gen1,1,1000,36,Gym Trainer 1,Skier,Ice,6,5,6,Jynx,1,3,455,1.05,147,66,57,175,120,169,734,504,31,Timid,Dry Skin,,STANDARD
gen1,1,1000,36,Gym Trainer 1,Skier,Ice,6,5,6,Poliwrath,1,2,510,1.05,173,154,120,94,103,140,784,504,31,Naive,Water Absorb,Wise Glasses,STANDARD
gen1,1,1000,37,Gym Trainer 2,Boarder,Ice,6,5,6,Dewgong,1,3,475,1.05,173,85,105,128,120,140,751,504,31,Timid,Thick Fat,Leftovers,STANDARD
gen1,1,1000,37,Gym Trainer 2,Boarder,Ice,6,5,6,Jynx,1,3,455,1.05,148,66,57,174,120,169,734,504,31,Timid,Dry Skin,,STANDARD
gen1,1,1000,37,Gym Trainer 2,Boarder,Ice,6,5,6,Cloyster,1,2,525,1.05,152,169,210,98,80,94,803,504,31,Adamant,Skill Link,,STANDARD
gen1,1,1000,37,Gym Trainer 2,Boarder,Ice,6,5,6,Lapras,1,2,535,1.05,219,157,105,98,120,113,812,504,31,Adamant,Water Absorb,,STANDARD
