genKey,seed,eid,eventName,trainer,city,mon,types,nature,natOK,ability,abilHidden,item,hasItem,moveCount,stab,coverage,avgBP,maxBP,status,priority,moves
gen1,1000,5,Gym Leader 1,Sabrina,1,Drowzee,Psychic,Quirky,neutral,Insomnia,def,,0,4,1,4,76.25,80,0,0,"Zen Headbutt / Ice Punch / Thunder Punch / Drain Punch"
gen1,1000,5,Gym Leader 1,Sabrina,1,Vulpix,Fire,Quirky,neutral,Flash Fire,def,,0,4,1,3,93.33,130,1,0,"Overheat / Energy Ball / Hypnosis / Hidden Power Ground"
gen1,1000,7,Basic Trainer,Burglar,1,Vulpix,Fire,Hardy,neutral,Flash Fire,def,,0,4,1,3,83.33,110,1,0,"Weather Ball / Fire Blast / Energy Ball / Hypnosis"
gen1,1000,7,Basic Trainer,Burglar,1,Charmander,Fire,Hardy,neutral,Blaze,def,,0,4,2,2,108.33,130,1,0,"Overheat / Brick Break / Sleep Talk / Flare Blitz"
gen1,1000,7,Basic Trainer,Burglar,1,Exeggcute,Grass/Psychic,Hardy,neutral,Chlorophyll,def,,0,4,2,2,105,120,1,0,"Sunny Day / Solar Beam / Psychic / Sleep Powder"
gen1,1000,7,Basic Trainer,Burglar,1,Shellder,Water,Docile,neutral,Shell Armor,def,,0,4,1,3,107.5,250,0,1,"Rapid Spin / Surf / Ice Shard / Explosion"
gen1,1000,7,Basic Trainer,Burglar,1,Seel,Water,Hardy,neutral,Thick Fat,def,,0,4,1,2,80,80,1,0,"Waterfall / Drill Run / Protect / Perish Song"
gen1,1000,7,Basic Trainer,Burglar,1,Rhyhorn,Ground/Rock,Hardy,neutral,Lightning Rod,def,,0,4,2,4,102.5,120,0,0,"Earthquake / Stone Edge / Megahorn / Aqua Tail"
gen1,1000,8,Basic Trainer,Boarder,1,Horsea,Water,Hardy,neutral,Swift Swim,def,,0,4,1,3,86.67,110,1,0,"Hydro Pump / Ice Beam / Rain Dance / Hidden Power Grass"
gen1,1000,8,Basic Trainer,Boarder,1,Slowpoke,Water/Psychic,Quirky,neutral,Oblivious,def,,0,4,1,2,115,120,1,0,"Fire Blast / Slack Off / Future Sight / Thunder Wave"
gen1,1000,8,Basic Trainer,Boarder,1,Doduo,Normal/Flying,Docile,neutral,Run Away,def,,0,4,1,3,81.67,120,0,0,"Brave Bird / Knock Off / Return / Hidden Power Fighting"
gen1,1000,8,Basic Trainer,Boarder,1,Seel,Water,Serious,neutral,Thick Fat,def,,0,4,1,2,80,80,1,0,"Waterfall / Drill Run / Protect / Rest"
gen1,1000,8,Basic Trainer,Boarder,1,Drowzee,Psychic,Serious,neutral,Insomnia,def,,0,4,1,1,90,90,1,0,"Wish / Protect / Psychic / Thunder Wave"
gen1,1000,8,Basic Trainer,Boarder,1,Pidgeotto,Normal/Flying,Hardy,neutral,Keen Eye,def,,0,4,2,3,76.67,120,0,1,"Brave Bird / Return / U-turn / Quick Attack"
gen1,1000,10,Gym Trainer 1,Hex Maniac,2,Haunter,Ghost/Poison,Quirky,neutral,Levitate,def,Aspear Berry,1,4,2,3,86.67,90,1,0,"Shadow Ball / Sludge Bomb / Psychic / Trick"
gen1,1000,10,Gym Trainer 1,Hex Maniac,2,Gastly,Ghost/Poison,Hardy,neutral,Levitate,def,Chesto Berry,1,3,0,0,0,0,1,0,"Substitute / Will-O-Wisp / Pain Split"
gen1,1000,10,Gym Trainer 1,Hex Maniac,2,Exeggcute,Grass/Psychic,Hardy,neutral,Chlorophyll,def,Sitrus Berry,1,4,2,2,82.5,90,1,0,"Sleep Powder / Substitute / Giga Drain / Psychic"
gen1,1000,10,Gym Trainer 1,Hex Maniac,2,Ivysaur,Grass/Poison,Docile,neutral,Overgrow,def,Chesto Berry,1,4,1,2,77.5,90,1,0,"Knock Off / Sludge Bomb / Leech Seed / Synthesis"
gen1,1000,10,Gym Trainer 1,Hex Maniac,2,Eevee,Normal,Bashful,neutral,Run Away,def,Pecha Berry,1,4,0,0,0,0,1,0,"Wish / Return / Protect / Baton Pass"
gen1,1000,10,Gym Trainer 1,Hex Maniac,2,Goldeen,Water,Jolly,opt,Swift Swim,def,Sitrus Berry,1,4,1,4,76.25,80,0,0,"Waterfall / Drill Run / Knock Off / Poison Jab"
gen1,1000,11,Gym Leader 2,Morty,2,Haunter,Ghost/Poison,Quirky,neutral,Levitate,def,Aspear Berry,1,4,2,3,83.33,90,1,0,"Shadow Ball / Sludge Bomb / Dazzling Gleam / Trick"
gen1,1000,11,Gym Leader 2,Morty,2,Gastly,Ghost/Poison,Modest,opt,Levitate,def,,0,4,2,3,91.25,95,0,0,"Sludge Wave / Sludge Bomb / Energy Ball / Thunderbolt"
gen1,1000,11,Gym Leader 2,Morty,2,Dragonair,Dragon,Docile,neutral,Shed Skin,def,Chesto Berry,1,4,2,2,86.67,120,1,1,"Outrage / Dragon Tail / Extreme Speed / Dragon Dance"
gen1,1000,11,Gym Leader 2,Morty,2,Hitmonlee,Fighting,Hardy,neutral,Limber,def,Sitrus Berry,1,4,1,3,95,120,1,0,"Bulk Up / Close Combat / Knock Off / Stone Edge"
gen1,1000,11,Gym Leader 2,Morty,2,Dodrio,Normal/Flying,Quirky,neutral,Early Bird,alt,Aspear Berry,1,4,1,1,120,120,1,0,"Brave Bird / Toxic / Substitute / Roost"
gen1,1000,11,Gym Leader 2,Morty,2,Nidorina,Poison,Timid,opt,Poison Point,def,Aspear Berry,1,4,1,3,91.67,95,1,0,"Earth Power / Sludge Wave / Ice Beam / Toxic"
gen1,1000,14,Basic Trainer,Channeler,2,Cubone,Ground,Serious,neutral,Rock Head,def,,0,4,1,4,66.25,75,0,0,"Bonemerang / Knock Off / Rock Slide / Fire Punch"
gen1,1000,14,Basic Trainer,Channeler,2,Haunter,Ghost/Poison,Serious,neutral,Levitate,def,Poison Barb,1,4,2,2,85,90,1,0,"Shadow Ball / Sludge Bomb / Nasty Plot / Trick"
gen1,1000,14,Basic Trainer,Channeler,2,Gastly,Ghost/Poison,Modest,opt,Levitate,def,,0,4,2,3,78.33,90,1,0,"Shadow Ball / Sludge Bomb / Knock Off / Pain Split"
gen1,1000,14,Basic Trainer,Channeler,2,Doduo,Normal/Flying,Hardy,neutral,Run Away,def,Silk Scarf,1,4,2,4,101.25,120,0,0,"Brave Bird / Double-Edge / Jump Kick / Knock Off"
gen1,1000,14,Basic Trainer,Channeler,2,Beedrill,Bug/Poison,Hardy,neutral,Swarm,def,Silver Powder,1,4,1,1,70,70,1,0,"Toxic Spikes / Endeavor / Protect / U-turn"
gen1,1000,14,Basic Trainer,Channeler,2,Farfetch’d,Normal/Flying,Bashful,neutral,Keen Eye,def,Silk Scarf,1,4,1,3,100,120,0,1,"First Impression / Brave Bird / Leaf Blade / Frustration"
gen1,1000,15,Basic Trainer,Team Rocket Grunt,2,Zubat,Poison/Flying,Serious,neutral,Inner Focus,def,Poison Barb,1,4,1,2,95,120,1,0,"Taunt / Brave Bird / Roost / U-turn"
gen1,1000,15,Basic Trainer,Team Rocket Grunt,2,Venomoth,Bug/Poison,Hardy,neutral,Shield Dust,def,Sitrus Berry,1,4,1,2,90,90,1,0,"Bug Buzz / Energy Ball / Substitute / Morning Sun"
gen1,1000,15,Basic Trainer,Team Rocket Grunt,2,Koffing,Poison,Docile,neutral,Neutralizing Gas,alt,,0,3,1,2,75,90,1,0,"Sludge Bomb / Pain Split / Thief"
gen1,1000,15,Basic Trainer,Team Rocket Grunt,2,Ivysaur,Grass/Poison,Docile,neutral,Overgrow,def,,0,4,2,3,76.67,90,1,0,"Giga Drain / Sludge Bomb / Knock Off / Synthesis"
gen1,1000,15,Basic Trainer,Team Rocket Grunt,2,Rattata,Normal,Serious,neutral,Run Away,def,,0,4,1,4,77.5,120,0,1,"Double-Edge / Flame Wheel / Sucker Punch / Hidden Power Grass"
gen1,1000,15,Basic Trainer,Team Rocket Grunt,2,Haunter,Ghost/Poison,Timid,opt,Levitate,def,Lum Berry,1,4,2,3,76.67,90,1,0,"Shadow Ball / Sludge Bomb / Destiny Bond / Hidden Power Ground"
gen1,1000,17,Gym Trainer 1,Aroma Lady,3,Tangela,Grass,Bold,neutral,Chlorophyll,def,,0,4,1,3,95,130,1,0,"Leaf Storm / Knock Off / Leech Seed / Sludge Bomb"
gen1,1000,17,Gym Trainer 1,Aroma Lady,3,Ivysaur,Grass/Poison,Serious,neutral,Overgrow,def,,0,4,2,2,82.5,90,1,0,"Growth / Sludge Bomb / Giga Drain / Sunny Day"
gen1,1000,17,Gym Trainer 1,Aroma Lady,3,Oddish,Grass/Poison,Timid,opt,Chlorophyll,def,,0,4,2,2,105,120,1,0,"Solar Beam / Sludge Bomb / Sunny Day / Sleep Powder"
gen1,1000,17,Gym Trainer 1,Aroma Lady,3,Parasect,Bug/Grass,Quirky,neutral,Dry Skin,alt,,0,4,1,1,80,80,1,0,"Rain Dance / Stun Spore / Synthesis / X-Scissor"
gen1,1000,17,Gym Trainer 1,Aroma Lady,3,Gloom,Grass/Poison,Bold,neutral,Chlorophyll,def,,0,4,2,2,90,90,1,0,"Sunny Day / Sludge Bomb / Energy Ball / Synthesis"
gen1,1000,17,Gym Trainer 1,Aroma Lady,3,Weepinbell,Grass/Poison,Timid,opt,Chlorophyll,def,,0,4,2,2,105,120,1,0,"Growth / Solar Beam / Sludge Bomb / Sunny Day"
gen1,1000,18,Gym Leader 3,Brassius,3,Ivysaur,Grass/Poison,Modest,opt,Overgrow,def,Poison Barb,1,4,2,3,93.75,130,0,0,"Solar Beam / Leaf Storm / Knock Off / Hidden Power Fire"
gen1,1000,18,Gym Leader 3,Brassius,3,Parasect,Bug/Grass,Impish,neutral,Dry Skin,alt,,0,4,1,1,80,80,1,0,"Rain Dance / Leech Seed / Seed Bomb / Protect"
gen1,1000,18,Gym Leader 3,Brassius,3,Gloom,Grass/Poison,Bold,neutral,Chlorophyll,def,,0,4,2,2,90,90,1,0,"Sunny Day / Sludge Bomb / Energy Ball / Synthesis"
gen1,1000,18,Gym Leader 3,Brassius,3,Weepinbell,Grass/Poison,Serious,neutral,Chlorophyll,def,,0,4,2,4,81.25,120,0,0,"Solar Beam / Knock Off / Weather Ball / Sludge Bomb"
gen1,1000,18,Gym Leader 3,Brassius,3,Tangela,Grass,Hardy,neutral,Chlorophyll,def,,0,4,1,2,67.5,75,1,0,"Giga Drain / Hidden Power Fire / Sleep Powder / Synthesis"
gen1,1000,18,Gym Leader 3,Brassius,3,Bellsprout,Grass/Poison,Adamant,opt,Chlorophyll,def,,0,4,1,2,95,120,1,1,"Solar Beam / Sucker Punch / Sunny Day / Sleep Powder"
gen1,1000,12,Rival,Blue,3,Zubat,Poison/Flying,Bashful,neutral,Inner Focus,def,Lum Berry,1,4,1,2,95,120,1,0,"Taunt / Brave Bird / Roost / U-turn"
gen1,1000,12,Rival,Blue,3,Nidoran-F,Poison,Impish,neutral,Poison Point,def,,0,4,1,2,70,80,1,0,"Toxic Spikes / Super Fang / Poison Jab / Thief"
gen1,1000,12,Rival,Blue,3,Diglett,Ground,Serious,neutral,Arena Trap,alt,,0,4,1,1,100,100,1,0,"Earthquake / Beat Up / Substitute / Memento"
gen1,1000,12,Rival,Blue,3,Pidgeotto,Normal/Flying,Jolly,opt,Keen Eye,def,,0,4,1,2,95,120,1,0,"Brave Bird / Return / Defog / U-turn"
gen1,1000,12,Rival,Blue,3,Tentacool,Water/Poison,Modest,opt,Clear Body,def,Mystic Water,1,4,1,2,97.5,120,1,0,"Gunk Shot / Giga Drain / Toxic / Haze"
gen1,1000,12,Rival,Blue,3,Exeggcute,Grass/Psychic,Relaxed,neutral,Chlorophyll,def,Oran Berry,1,4,1,1,130,130,1,0,"Trick Room / Sleep Powder / Leaf Storm / Sunny Day"
gen1,1000,20,Basic Trainer,Marsh Walker,3,Gloom,Grass/Poison,Bold,neutral,Chlorophyll,def,Poison Barb,1,4,2,2,90,90,1,0,"Sunny Day / Sludge Bomb / Energy Ball / Synthesis"
gen1,1000,20,Basic Trainer,Marsh Walker,3,Venomoth,Bug/Poison,Bashful,neutral,Shield Dust,def,Poison Barb,1,4,2,2,90,90,1,0,"Quiver Dance / Bug Buzz / Sludge Bomb / Morning Sun"
gen1,1000,20,Basic Trainer,Marsh Walker,3,Grimer,Poison,Bashful,neutral,Stench,def,Poison Barb,1,4,1,4,130,250,0,0,"Gunk Shot / Explosion / Fire Punch / Ice Punch"
gen1,1000,20,Basic Trainer,Marsh Walker,3,Nidorina,Poison,Bashful,neutral,Poison Point,def,Poison Barb,1,4,0,3,90,90,1,0,"Stealth Rock / Earth Power / Ice Beam / Thunderbolt"
gen1,1000,20,Basic Trainer,Marsh Walker,3,Arbok,Poison,Bashful,neutral,Shed Skin,alt,,0,4,1,3,95,120,1,0,"Coil / Gunk Shot / Earthquake / Fire Fang"
gen1,1000,20,Basic Trainer,Marsh Walker,3,Golbat,Poison/Flying,Timid,opt,Inner Focus,def,,0,4,1,2,85,95,1,0,"Air Slash / Nasty Plot / Heat Wave / Roost"
gen1,1000,21,Basic Trainer,Team Rocket Grunt,3,Koffing,Poison,Bashful,neutral,Levitate,def,Lum Berry,1,4,1,2,100,110,1,0,"Sludge Bomb / Fire Blast / Toxic / Destiny Bond"
gen1,1000,21,Basic Trainer,Team Rocket Grunt,3,Nidorina,Poison,Adamant,opt,Poison Point,def,Silk Scarf,1,4,2,3,88.75,110,0,0,"Sludge Wave / Poison Fang / Earthquake / Fire Blast"
gen1,1000,21,Basic Trainer,Team Rocket Grunt,3,Ivysaur,Grass/Poison,Naive,opt,Overgrow,def,Poison Barb,1,4,1,4,76.25,130,0,0,"Leaf Storm / Knock Off / Hidden Power Fire / Weather Ball"
gen1,1000,21,Basic Trainer,Team Rocket Grunt,3,Gloom,Grass/Poison,Calm,neutral,Chlorophyll,def,,0,4,2,2,90,90,1,0,"Sunny Day / Sludge Bomb / Energy Ball / Synthesis"
gen1,1000,21,Basic Trainer,Team Rocket Grunt,3,Ekans,Poison,Bashful,neutral,Shed Skin,alt,,0,4,1,2,95,120,1,1,"Coil / Gunk Shot / Sucker Punch / Rest"
gen1,1000,21,Basic Trainer,Team Rocket Grunt,3,Golbat,Poison/Flying,Bashful,neutral,Inner Focus,def,Sharp Beak,1,4,2,4,95,120,0,0,"Brave Bird / Sludge Bomb / Heat Wave / Giga Drain"
gen1,1000,23,Gym Trainer 1,Bug Catcher,4,Caterpie,Bug,Hardy,neutral,Shield Dust,def,,0,4,0,1,40,40,1,1,"Tackle / Growl / Leer / Quick Attack"
gen1,1000,23,Gym Trainer 1,Bug Catcher,4,Parasect,Bug/Grass,Impish,neutral,Dry Skin,alt,,0,4,1,1,80,80,1,0,"Spore / Synthesis / Seed Bomb / Rain Dance"
gen1,1000,23,Gym Trainer 1,Bug Catcher,4,Metapod,Bug,Modest,opt,Shed Skin,def,,0,4,1,2,90,90,1,0,"Bug Buzz / Energy Ball / Substitute / Protect"
gen1,1000,23,Gym Trainer 1,Bug Catcher,4,Butterfree,Bug/Flying,Jolly,opt,Compound Eyes,def,Sharp Beak,1,4,1,1,70,70,1,0,"Sleep Powder / Stun Spore / U-turn / Protect"
gen1,1000,23,Gym Trainer 1,Bug Catcher,4,Beedrill,Bug/Poison,Jolly,opt,Swarm,def,,0,4,1,1,80,80,1,0,"Toxic Spikes / Endeavor / Tailwind / X-Scissor"
gen1,1000,23,Gym Trainer 1,Bug Catcher,4,Venomoth,Bug/Poison,Timid,opt,Shield Dust,def,,0,4,2,3,90,90,1,0,"Bug Buzz / Sludge Bomb / Energy Ball / Quiver Dance"
gen1,1000,24,Gym Leader 4,Burgh,4,Butterfree,Bug/Flying,Timid,opt,Compound Eyes,def,Sitrus Berry,1,4,1,2,90,90,1,0,"Sleep Powder / Quiver Dance / Bug Buzz / Psychic"
gen1,1000,24,Gym Leader 4,Burgh,4,Venomoth,Bug/Poison,Modest,opt,Shield Dust,def,,0,4,2,4,90,90,0,0,"Sludge Bomb / Bug Buzz / Energy Ball / Psychic"
gen1,1000,24,Gym Leader 4,Burgh,4,Parasect,Bug/Grass,Adamant,opt,Effect Spore,def,,0,4,2,3,78.33,80,1,0,"Seed Bomb / X-Scissor / Brick Break / Leech Seed"
gen1,1000,24,Gym Leader 4,Burgh,4,Beedrill,Bug/Poison,Careful,neutral,Swarm,def,Sitrus Berry,1,4,1,2,100,120,1,0,"Gunk Shot / Drill Run / Destiny Bond / Roost"
gen1,1000,24,Gym Leader 4,Burgh,4,Metapod,Bug,Naive,opt,Shed Skin,def,Silver Powder,1,4,1,4,95,110,0,0,"Bug Buzz / Energy Ball / Psychic / Hurricane"
gen1,1000,24,Gym Leader 4,Burgh,4,Weedle,Bug/Poison,Adamant,opt,Shield Dust,def,Silver Powder,1,4,2,3,38.33,60,1,0,"Bug Bite / Poison Sting / String Shot / Tackle"
gen1,1000,26,Basic Trainer,Veteran,4,Dragonair,Dragon,Adamant,opt,Shed Skin,def,Silk Scarf,1,4,2,3,87.5,120,0,1,"Outrage / Dragon Tail / Extreme Speed / Aqua Tail"
gen1,1000,26,Basic Trainer,Veteran,4,Dratini,Dragon,Hasty,opt,Shed Skin,def,,0,4,1,3,103.33,120,1,1,"Dragon Dance / Outrage / Extreme Speed / Fire Blast"
gen1,1000,26,Basic Trainer,Veteran,4,Squirtle,Water,Serious,neutral,Torrent,def,,0,4,1,3,97.5,150,0,0,"Water Spout / Ice Beam / Ice Punch / Brick Break"
gen1,1000,26,Basic Trainer,Veteran,4,Koffing,Poison,Hardy,neutral,Levitate,def,Sitrus Berry,1,4,1,2,100,110,1,0,"Sludge Bomb / Fire Blast / Destiny Bond / Pain Split"
gen1,1000,26,Basic Trainer,Veteran,4,Venomoth,Bug/Poison,Timid,opt,Tinted Lens,alt,,0,4,1,2,90,90,1,0,"Bug Buzz / Psychic / Sleep Powder / Roost"
gen1,1000,26,Basic Trainer,Veteran,4,Weepinbell,Grass/Poison,Adamant,BAD,Chlorophyll,def,,0,4,2,4,81.25,120,0,0,"Solar Beam / Sludge Bomb / Knock Off / Weather Ball"
gen1,1000,27,Basic Trainer,Bird Keeper,4,Pidgeotto,Normal/Flying,Jolly,BAD,Keen Eye,def,,0,4,2,3,118.33,140,1,0,"Boomburst / Brave Bird / Heat Wave / Work Up"
gen1,1000,27,Basic Trainer,Bird Keeper,4,Fearow,Normal/Flying,Jolly,opt,Keen Eye,def,Silk Scarf,1,4,1,3,76.67,80,0,0,"Return / Drill Peck / Drill Run / U-turn"
gen1,1000,27,Basic Trainer,Bird Keeper,4,Golbat,Poison/Flying,Adamant,opt,Inner Focus,def,Lum Berry,1,4,1,2,107.5,120,1,0,"Brave Bird / Heat Wave / Defog / Taunt"
gen1,1000,27,Basic Trainer,Bird Keeper,4,Doduo,Normal/Flying,Jolly,opt,Early Bird,alt,,0,4,1,3,81.67,120,0,0,"Brave Bird / Knock Off / Return / Hidden Power Fighting"
gen1,1000,27,Basic Trainer,Bird Keeper,4,Dodrio,Normal/Flying,Hardy,neutral,Early Bird,alt,Sitrus Berry,1,4,2,2,80,120,1,1,"Brave Bird / Endeavor / Quick Attack / Taunt"
gen1,1000,27,Basic Trainer,Bird Keeper,4,Pidgeot,Normal/Flying,Jolly,opt,Keen Eye,def,,0,4,1,2,95,120,1,0,"Defog / Roost / U-turn / Brave Bird"
gen1,1000,29,Gym Trainer 1,Sailor,5,Kabuto,Rock/Water,Naughty,opt,Swift Swim,def,Hard Stone,1,4,3,2,65,80,1,1,"Waterfall / Rock Slide / Rain Dance / Aqua Jet"
gen1,1000,29,Gym Trainer 1,Sailor,5,Omanyte,Rock/Water,Modest,opt,Shell Armor,alt,Leftovers,1,4,2,3,86.67,110,1,0,"Rock Polish / Hydro Pump / Earth Power / Ancient Power"
gen1,1000,29,Gym Trainer 1,Sailor,5,Seadra,Water,Naive,opt,Poison Point,def,,0,4,1,4,75,90,0,0,"Surf / Ice Beam / Hidden Power Electric / Hidden Power Grass"
gen1,1000,29,Gym Trainer 1,Sailor,5,Dewgong,Water/Ice,Adamant,BAD,Thick Fat,def,Mystic Water,1,4,1,2,75,90,1,0,"Surf / Hidden Power Grass / Protect / Toxic"
gen1,1000,29,Gym Trainer 1,Sailor,5,Wartortle,Water,Calm,neutral,Torrent,def,Mystic Water,1,4,3,1,93.33,110,1,0,"Surf / Substitute / Hydro Pump / Scald"
gen1,1000,29,Gym Trainer 1,Sailor,5,Kingler,Water,Adamant,opt,Sheer Force,H,,0,4,1,3,85,100,1,0,"Agility / Crabhammer / X-Scissor / Rock Slide"
gen1,1000,30,Gym Trainer 2,Sailor,5,Dewgong,Water/Ice,Calm,neutral,Hydration,alt,Leftovers,1,4,1,1,35,35,1,0,"Whirlpool / Perish Song / Rain Dance / Rest"
gen1,1000,30,Gym Trainer 2,Sailor,5,Poliwrath,Water/Fighting,Careful,neutral,Water Absorb,def,Sitrus Berry,1,4,1,2,125,150,1,0,"Focus Punch / Earthquake / Toxic / Rest"
gen1,1000,30,Gym Trainer 2,Sailor,5,Slowbro,Water/Psychic,Bold,neutral,Regenerator,H,Twisted Spoon,1,4,2,2,100,120,1,0,"Scald / Future Sight / Thunder Wave / Slack Off"
gen1,1000,30,Gym Trainer 2,Sailor,5,Omanyte,Rock/Water,Modest,opt,Shell Armor,alt,Eviolite,1,4,1,3,80,90,1,0,"Shell Smash / Surf / Ice Beam / Hidden Power Fire"
gen1,1000,30,Gym Trainer 2,Sailor,5,Golduck,Water,Timid,opt,Cloud Nine,alt,,0,4,1,2,90,90,1,0,"Calm Mind / Surf / Ice Beam / Substitute"
gen1,1000,30,Gym Trainer 2,Sailor,5,Wartortle,Water,Calm,neutral,Torrent,def,Sitrus Berry,1,4,2,1,100,110,1,0,"Surf / Toxic / Substitute / Hydro Pump"
gen1,1000,31,Gym Leader 5,Nessa,5,Cloyster,Water/Ice,Relaxed,neutral,Skill Link,alt,Rocky Helmet,1,4,1,2,70,90,1,0,"Rapid Spin / Surf / Spikes / Teleport"
gen1,1000,31,Gym Leader 5,Nessa,5,Gyarados,Water/Flying,Jolly,opt,Intimidate,def,Leftovers,1,4,2,2,82.5,85,1,0,"Dragon Dance / Bounce / Waterfall / Substitute"
gen1,1000,31,Gym Leader 5,Nessa,5,Slowbro,Water/Psychic,Bold,neutral,Regenerator,H,Colbur Berry,1,4,2,2,77.5,80,1,0,"Calm Mind / Psychic Noise / Scald / Slack Off"
gen1,1000,31,Gym Leader 5,Nessa,5,Poliwhirl,Water,Naive,opt,Water Absorb,def,,0,4,1,4,90,90,0,0,"Surf / Psychic / Ice Beam / Earth Power"
gen1,1000,31,Gym Leader 5,Nessa,5,Kingler,Water,Adamant,opt,Sheer Force,H,,0,3,1,2,90,95,1,0,"Swords Dance / Liquidation / High Horsepower"
gen1,1000,31,Gym Leader 5,Nessa,5,Omanyte,Rock/Water,Timid,opt,Swift Swim,def,Custap Berry,1,4,1,1,90,90,1,0,"Stealth Rock / Spikes / Surf / Rain Dance"
gen1,1000,33,Basic Trainer,Marsh Walker,5,Grimer,Poison,Adamant,opt,Stench,def,Leftovers,1,4,1,2,185,250,1,0,"Gunk Shot / Explosion / Pain Split / Memento"
gen1,1000,33,Basic Trainer,Marsh Walker,5,Arbok,Poison,Impish,neutral,Intimidate,def,,0,4,1,3,86.67,100,1,0,"Glare / Poison Jab / Earthquake / Seed Bomb"
gen1,1000,33,Basic Trainer,Marsh Walker,5,Haunter,Ghost/Poison,Timid,opt,Levitate,def,Sitrus Berry,1,4,2,2,77.5,90,1,0,"Sludge Bomb / Hex / Will-O-Wisp / Destiny Bond"
gen1,1000,33,Basic Trainer,Marsh Walker,5,Golbat,Poison/Flying,Jolly,opt,Inner Focus,def,Poison Barb,1,4,1,2,95,120,1,0,"Brave Bird / Taunt / Roost / U-turn"
gen1,1000,33,Basic Trainer,Marsh Walker,5,Venomoth,Bug/Poison,Timid,opt,Tinted Lens,alt,,0,4,2,1,80,90,1,0,"Bug Buzz / Sleep Powder / Substitute / U-turn"
gen1,1000,33,Basic Trainer,Marsh Walker,5,Beedrill,Bug/Poison,Careful,neutral,Swarm,def,,0,4,1,2,100,120,1,0,"Gunk Shot / Drill Run / Substitute / Roost"
